Field,Career,GPA,Extracurricular_Activities,Internships,Projects,Leadership_Positions,Field_Specific_Courses,Research_Experience,Coding_Skills,Communication_Skills,Problem_Solving_Skills,Teamwork_Skills,Analytical_Skills,Presentation_Skills,Networking_Skills,Industry_Certifications,Career_Category,technical_strength,soft_skill_strength,leadership_index,experience_index,academic_index
Computer Science,Marketing Manager,4.582675208617764,8,1,2,1,5,1,3,2,2,2,0,1,4,1,Technology,1.6666666666666667,1.6666666666666667,5,5,9.582675208617765
Medicine,AI Researcher,4.248772810559615,0,2,3,1,3,1,3,4,2,0,2,1,0,0,Healthcare,2.3333333333333335,1.6666666666666667,1,6,7.248772810559615
Business,Composer,3.614173076078724,0,1,0,1,8,1,4,3,3,0,3,2,3,1,Management,3.3333333333333335,1.6666666666666667,4,3,11.614173076078725
Medicine,Interior Designer,2.941207077742779,6,0,4,1,2,1,2,1,1,2,1,2,3,0,Healthcare,1.3333333333333333,1.6666666666666667,4,5,4.941207077742779
Chemistry,Legal Secretary,4.041132046501885,5,2,2,0,6,0,3,3,3,4,1,4,2,1,Research & Science,2.3333333333333335,3.6666666666666665,2,5,10.041132046501886
Architecture,Legal Analyst,3.01942918208334,4,2,1,0,5,1,3,0,3,3,1,2,2,0,Other,2.3333333333333335,1.6666666666666667,2,4,8.01942918208334
Computer Science,Entrepreneur,3.144193262533496,1,1,3,0,2,1,4,3,2,0,4,3,0,0,Technology,3.3333333333333335,2.0,0,5,5.144193262533496
Music,Composer,3.101076084006519,3,2,3,1,2,0,1,3,4,3,4,2,3,0,Other,3.0,2.6666666666666665,4,5,5.101076084006519
Marketing,Microbiologist,4.086812644520426,5,1,4,0,0,0,1,3,0,4,0,3,4,0,Other,0.3333333333333333,3.3333333333333335,4,5,4.086812644520426
Business,Civil Engineer,3.440566177471628,2,2,3,0,7,1,4,2,4,0,1,0,3,0,Management,3.0,0.6666666666666666,3,6,10.440566177471627
Medicine,Legal Analyst,3.351465735057504,2,1,4,1,5,0,4,1,1,4,1,2,4,0,Healthcare,2.0,2.3333333333333335,5,5,8.351465735057504
Education,Mechanical Engineer,3.9568908038479575,0,2,3,1,4,1,0,4,1,2,0,1,2,1,Education,0.3333333333333333,2.3333333333333335,3,7,7.9568908038479575
Psychology,Animator,3.5814488765019896,8,0,1,1,2,0,2,2,1,0,2,0,0,1,Other,1.6666666666666667,0.6666666666666666,1,2,5.581448876501989
Finance,Industrial-Organizational Psychologist,4.499431858460471,8,2,0,1,1,1,0,0,2,1,4,1,1,1,Other,2.0,0.6666666666666666,2,4,5.499431858460471
Physics,Legal Analyst,4.238709342544069,7,1,2,0,4,0,0,2,1,2,3,0,0,0,Research & Science,1.3333333333333333,1.3333333333333333,0,3,8.23870934254407
Finance,Musician,3.0519275268307595,7,0,2,1,3,0,4,0,2,4,3,1,3,0,Other,3.0,1.6666666666666667,4,2,6.0519275268307595
Psychology,Interior Designer,4.19569996439221,7,1,4,0,8,0,4,0,2,2,2,3,4,0,Other,2.6666666666666665,1.6666666666666667,4,5,12.19569996439221
Computer Science,Software Developer,3.03013618682208,5,1,4,1,5,1,0,2,1,4,1,0,0,0,Technology,0.6666666666666666,2.0,1,6,8.03013618682208
Physics,Zoologist,3.919606330715293,6,2,4,1,3,0,3,2,0,4,0,3,3,0,Research & Science,1.0,3.0,4,6,6.919606330715293
Education,Curriculum Developer,4.68597206852687,9,2,1,0,5,1,0,4,3,2,1,3,4,1,Education,1.3333333333333333,3.0,4,5,9.685972068526869
Law,School Counselor,2.722103109082264,7,2,2,1,7,1,0,3,1,0,0,2,3,0,Public & Legal,0.3333333333333333,1.6666666666666667,4,5,9.722103109082264
Chemistry,Cybersecurity Analyst,3.847172240834613,1,0,0,0,8,1,3,3,0,1,4,1,1,0,Research & Science,2.3333333333333335,1.6666666666666667,1,1,11.847172240834613
Architecture,Conductor,3.041253714786545,2,2,0,0,2,1,2,0,0,2,4,2,1,1,Other,2.0,1.3333333333333333,1,4,5.041253714786545
Music,Physicist,4.244533044739638,6,2,3,0,7,0,3,3,1,3,1,0,2,0,Other,1.6666666666666667,2.0,2,5,11.244533044739638
Computer Science,Clinical Psychologist,2.7235376153518898,7,0,2,1,6,0,3,1,2,1,3,2,2,0,Technology,2.6666666666666665,1.3333333333333333,3,2,8.72353761535189
Music,Physician Assistant,4.322764849463045,8,1,0,1,9,0,1,2,1,1,4,2,0,1,Other,2.0,1.6666666666666667,1,2,13.322764849463045
Biology,Music Teacher,2.9254065206067192,3,0,3,1,6,1,2,4,4,3,2,3,3,1,Research & Science,2.6666666666666665,3.3333333333333335,4,5,8.92540652060672
Computer Science,Teacher,3.5246458001780496,0,2,3,1,1,0,2,0,1,4,4,3,2,0,Technology,2.3333333333333335,2.3333333333333335,3,5,4.52464580017805
Chemistry,Psychologist,3.225084123377644,5,2,4,1,2,0,0,3,1,0,4,1,2,0,Research & Science,1.6666666666666667,1.3333333333333333,3,6,5.225084123377644
Computer Science,Graphic Designer,3.0575436520573818,8,0,4,0,7,1,0,3,4,4,1,4,0,0,Technology,1.6666666666666667,3.6666666666666665,0,5,10.057543652057381
Medicine,Physical Chemist,4.180421436640502,2,1,1,0,0,0,1,0,1,1,2,3,2,1,Healthcare,1.3333333333333333,1.3333333333333333,2,3,4.180421436640502
Computer Science,Aerospace Engineer,2.54212834137452,1,2,3,0,1,0,1,4,2,1,3,1,4,1,Technology,2.0,2.0,4,6,3.54212834137452
Engineering,Zoologist,4.177713523014569,0,2,4,1,7,0,0,4,3,4,0,2,2,1,Other,1.0,3.3333333333333335,3,7,11.17771352301457
Business,Architectural Technologist,3.953070432138852,4,1,4,1,6,0,0,1,4,1,1,3,0,0,Management,1.6666666666666667,1.6666666666666667,1,5,9.953070432138851
Music,Conductor,2.9144565889094247,4,1,4,0,0,1,1,4,0,0,2,3,4,0,Other,1.0,2.3333333333333335,4,6,2.9144565889094247
Biology,Artist,3.773432841219493,1,1,0,1,2,1,4,0,3,2,3,3,1,1,Research & Science,3.3333333333333335,1.6666666666666667,2,3,5.773432841219493
Chemistry,Special Education Teacher,3.574635040819257,3,1,0,1,9,1,2,1,1,0,0,1,0,0,Research & Science,1.0,0.6666666666666666,1,2,12.574635040819256
Engineering,Acoustics Specialist,3.172316279547319,8,1,4,1,5,1,0,2,0,1,0,0,3,1,Other,0.0,1.0,4,7,8.172316279547319
Marketing,Digital Marketing Specialist,3.053152061184745,4,0,4,1,5,0,2,1,0,1,3,4,2,1,Other,1.6666666666666667,2.0,3,5,8.053152061184745
Art,Quantum Physicist,3.7651617384694336,6,1,3,1,1,0,0,1,1,2,0,0,1,0,Other,0.3333333333333333,1.0,2,4,4.765161738469434
Finance,Construction Manager,4.264849314210825,0,2,4,1,7,0,1,1,0,1,3,1,1,1,Other,1.3333333333333333,1.0,2,7,11.264849314210824
Art,Art Director,4.34308909474538,3,1,1,1,7,0,3,3,2,3,4,1,4,1,Other,3.0,2.3333333333333335,5,3,11.34308909474538
Marketing,Entrepreneur,4.047066880674288,7,0,3,0,8,1,0,1,3,1,3,4,4,1,Other,2.0,2.0,4,5,12.047066880674288
Psychology,Interior Designer,3.765663576030154,5,0,3,0,8,0,4,4,1,0,2,0,4,1,Other,2.3333333333333335,1.3333333333333333,4,4,11.765663576030153
Finance,Landscape Architect,2.723293268010808,8,1,4,1,3,1,2,1,3,0,1,3,2,1,Other,2.0,1.3333333333333333,3,7,5.723293268010808
Architecture,Curriculum Developer,3.927307384487728,3,0,4,1,4,1,1,3,0,1,4,3,2,1,Other,1.6666666666666667,2.3333333333333335,3,6,7.927307384487728
Education,Quantum Physicist,2.7739068138330363,1,0,4,1,5,1,4,4,0,2,3,0,3,0,Education,2.3333333333333335,2.0,4,5,7.773906813833037
Architecture,Digital Marketing Specialist,4.576910170258712,9,1,2,0,3,0,1,4,3,0,0,0,1,0,Other,1.3333333333333333,1.3333333333333333,1,3,7.576910170258712
Art,Accountant,4.422088481465859,2,2,1,1,8,1,4,1,3,2,0,2,3,1,Other,2.3333333333333335,1.6666666666666667,4,5,12.42208848146586
Biology,Curriculum Developer,3.497246195531048,3,0,0,1,2,1,1,2,4,3,2,0,3,0,Research & Science,2.3333333333333335,1.6666666666666667,4,1,5.497246195531048
Physics,Pharmacist,4.627087113015738,6,0,3,0,0,0,1,2,0,2,0,1,0,0,Research & Science,0.3333333333333333,1.6666666666666667,0,3,4.627087113015738
Chemistry,Electrical Engineer,2.670446316124166,4,0,3,0,9,0,2,3,0,2,2,3,4,0,Research & Science,1.3333333333333333,2.6666666666666665,4,3,11.670446316124167
Marketing,Astronomer,4.389899295248919,7,1,3,0,2,0,1,0,4,0,4,0,3,1,Other,3.0,0.0,3,5,6.389899295248919
Education,Inorganic Chemist,4.332874427764935,8,2,3,1,7,0,0,4,2,0,3,2,0,0,Education,1.6666666666666667,2.0,1,5,11.332874427764935
Medicine,Organic Chemist,3.2293637119807883,7,0,4,0,7,0,3,2,3,1,3,3,2,1,Healthcare,3.0,2.0,2,5,10.229363711980788
Physics,Electrical Engineer,3.4147800250742177,9,2,0,0,2,0,1,2,0,0,0,1,2,0,Research & Science,0.3333333333333333,1.0,2,2,5.414780025074218
Psychology,Acoustics Specialist,3.408654329736347,9,1,2,0,3,1,4,0,0,0,4,3,0,0,Other,2.6666666666666665,1.0,0,4,6.408654329736347
Marketing,Investment Banker,4.1285034776196845,2,1,4,0,0,0,3,3,3,4,1,3,2,1,Other,2.3333333333333335,3.3333333333333335,2,6,4.1285034776196845
Biology,Chemist,4.328377767412332,8,0,2,0,1,1,1,1,2,3,3,3,0,0,Research & Science,2.0,2.3333333333333335,0,3,5.328377767412332
Finance,Ecologist,4.143385162648931,0,0,4,0,9,1,0,2,4,3,3,0,2,0,Other,2.3333333333333335,1.6666666666666667,2,5,13.143385162648931
Music,Electrical Engineer,3.781484761027322,5,0,0,0,6,1,0,2,4,2,4,0,0,0,Other,2.6666666666666665,1.3333333333333333,0,1,9.781484761027322
Architecture,Biomedical Engineer,4.925803853192477,9,2,4,0,1,0,4,1,2,1,1,0,3,0,Other,2.3333333333333335,0.6666666666666666,3,6,5.925803853192477
Computer Science,Mechanical Engineer,4.044903651396004,2,1,3,0,3,1,1,4,2,4,0,0,1,1,Technology,1.0,2.6666666666666665,1,6,7.044903651396004
Engineering,Counselor,2.7556080425524354,2,1,3,1,7,1,1,3,2,0,1,3,4,0,Other,1.3333333333333333,2.0,5,5,9.755608042552435
Music,Accountant,3.2168096628231067,9,1,2,0,8,1,2,3,0,1,1,0,0,0,Other,1.0,1.3333333333333333,0,4,11.216809662823106
Business,Fluid Mechanics Engineer,4.8734532516849605,9,0,1,0,0,1,3,3,0,1,2,1,2,0,Management,1.6666666666666667,1.6666666666666667,2,2,4.8734532516849605
Education,Manager,3.63357705274551,8,2,0,0,6,1,1,1,3,0,2,1,1,0,Education,2.0,0.6666666666666666,1,3,9.63357705274551
Computer Science,Industrial-Organizational Psychologist,3.5551670909357425,1,0,3,0,5,0,3,4,1,0,1,0,0,1,Technology,1.6666666666666667,1.3333333333333333,0,4,8.555167090935743
Engineering,Market Research Analyst,3.038312905558505,0,0,3,1,4,1,4,2,2,2,4,0,1,1,Other,3.3333333333333335,1.3333333333333333,2,5,7.038312905558505
Engineering,Animator,4.0955425846804365,0,2,1,1,7,1,4,2,0,1,4,4,4,0,Other,2.6666666666666665,2.3333333333333335,5,4,11.095542584680437
Architecture,Credit Analyst,2.9182714484263004,5,1,0,0,0,0,4,2,2,1,0,3,1,1,Other,2.0,2.0,1,2,2.9182714484263004
Architecture,Brand Manager,3.763832841305814,8,1,2,0,0,1,3,3,4,0,2,4,1,0,Other,3.0,2.3333333333333335,1,4,3.763832841305814
Marketing,Doctor,4.268636605930203,8,1,1,1,3,0,3,3,0,4,4,0,2,0,Other,2.3333333333333335,2.3333333333333335,3,2,7.268636605930203
Biology,Actuary,4.505052111132865,2,1,2,0,2,0,3,4,0,2,3,4,0,0,Research & Science,2.0,3.3333333333333335,0,3,6.505052111132865
Music,Nurse,3.676261546232745,3,0,2,0,8,1,2,0,0,2,1,0,1,0,Other,1.0,0.6666666666666666,1,3,11.676261546232745
Architecture,Entrepreneur,3.5058215420295804,7,0,1,1,9,0,3,2,3,0,2,4,3,0,Other,2.6666666666666665,2.0,4,1,12.50582154202958
Engineering,Game Developer,3.054382751921232,4,0,2,0,9,1,1,4,4,4,0,3,3,0,Other,1.6666666666666667,3.6666666666666665,3,3,12.054382751921231
Architecture,Brand Manager,4.133038980767117,5,2,0,1,7,0,1,3,3,1,0,4,4,0,Other,1.3333333333333333,2.6666666666666665,5,2,11.133038980767118
Music,Geneticist,2.702368077434236,1,0,4,1,5,0,4,2,1,2,3,1,1,0,Other,2.6666666666666665,1.6666666666666667,2,4,7.702368077434236
Business,Marketing Specialist,2.813400511104729,3,2,0,0,0,1,0,3,4,2,2,0,2,1,Management,2.0,1.6666666666666667,2,4,2.813400511104729
Engineering,Legal Analyst,2.7021269240343395,7,2,2,0,3,0,0,1,4,1,0,3,1,1,Other,1.3333333333333333,1.6666666666666667,1,5,5.7021269240343395
Medicine,Judge,4.755936895043698,0,0,4,0,2,0,0,0,4,4,4,3,3,0,Healthcare,2.6666666666666665,2.3333333333333335,3,4,6.755936895043698
Engineering,Fluid Mechanics Engineer,4.428079345431617,8,1,2,1,8,0,3,3,1,4,4,1,3,1,Other,2.6666666666666665,2.6666666666666665,4,4,12.428079345431616
Education,Lawyer,3.091405501701709,1,0,1,1,5,1,4,4,1,3,0,2,0,1,Education,1.6666666666666667,3.0,1,3,8.09140550170171
Medicine,Inorganic Chemist,4.682723755273284,8,0,4,0,1,0,2,2,4,3,2,4,4,0,Healthcare,2.6666666666666665,3.0,4,4,5.682723755273284
Finance,Architect,4.171555809205612,5,0,4,0,7,0,1,0,3,3,3,4,3,1,Other,2.3333333333333335,2.3333333333333335,3,5,11.171555809205612
Computer Science,Clinical Psychologist,4.869476558394838,8,2,2,0,4,0,2,2,3,2,1,0,1,0,Technology,2.0,1.3333333333333333,1,4,8.869476558394837
Business,Biotechnologist,4.214491177406357,2,2,3,0,8,1,2,0,0,0,0,1,1,0,Management,0.6666666666666666,0.3333333333333333,1,6,12.214491177406357
Medicine,Music Teacher,4.154780209243439,4,0,3,0,5,1,1,1,2,1,0,3,0,0,Healthcare,1.0,1.6666666666666667,0,4,9.15478020924344
Business,Biotechnologist,4.503567521443491,8,0,0,1,4,0,1,2,0,1,3,4,3,0,Management,1.3333333333333333,2.3333333333333335,4,0,8.503567521443491
Psychology,Nuclear Physicist,4.496096390390903,9,2,0,0,8,1,4,1,1,3,3,4,0,1,Other,2.6666666666666665,2.6666666666666665,0,4,12.496096390390903
Music,AI Researcher,3.2400653145341285,4,2,1,1,3,1,4,3,4,1,4,1,4,0,Other,4.0,1.6666666666666667,5,4,6.240065314534128
Music,Software Developer,4.071499246040736,7,0,2,1,2,0,2,3,1,0,0,2,4,0,Other,1.0,1.6666666666666667,5,2,6.071499246040736
Computer Science,Data Scientist,4.178394414065052,7,0,4,1,1,1,0,2,1,3,4,4,4,1,Technology,1.6666666666666667,3.0,5,6,5.178394414065052
Business,Urban Planner,3.6691614805176775,1,0,1,1,9,0,4,3,2,2,2,0,2,0,Management,2.6666666666666665,1.6666666666666667,3,1,12.669161480517678
Chemistry,Paralegal,4.838813831302501,1,0,4,1,5,0,2,2,0,0,1,0,1,1,Research & Science,1.0,0.6666666666666666,2,5,9.8388138313025
Psychology,Analytical Chemist,3.0593519150445507,5,0,1,0,6,0,0,3,2,2,0,4,2,0,Other,0.6666666666666666,3.0,2,1,9.059351915044552
Music,Nuclear Physicist,3.729609615848476,1,2,3,1,5,1,2,0,0,3,0,0,3,1,Other,0.6666666666666666,1.0,4,7,8.729609615848476
Finance,Physician Assistant,3.737795641460973,4,0,0,0,3,0,3,4,1,1,0,4,4,0,Other,1.3333333333333333,3.0,4,0,6.737795641460973
Marketing,Judge,4.428818296285447,9,2,0,0,0,0,2,2,3,1,1,0,4,1,Other,2.0,1.0,4,3,4.428818296285447
Physics,Geneticist,3.6521099328176727,0,0,4,0,3,1,4,4,4,4,2,3,0,0,Research & Science,3.3333333333333335,3.6666666666666665,0,5,6.652109932817673
Art,Game Developer,4.6272717943015,8,1,3,1,1,1,0,1,2,3,0,2,0,1,Other,0.6666666666666666,2.0,1,6,5.6272717943015
Chemistry,Landscape Architect,3.991866899619088,8,0,1,1,1,0,3,0,4,2,2,0,4,1,Research & Science,3.0,0.6666666666666666,5,2,4.9918668996190885
Medicine,Astronomer,2.605955134554366,5,1,0,1,1,1,3,4,3,3,0,4,3,1,Healthcare,2.0,3.6666666666666665,4,3,3.605955134554366
Finance,Physician Assistant,3.996613371611802,5,1,3,0,9,0,2,0,4,3,3,0,1,0,Other,3.0,1.0,1,4,12.996613371611803
Education,Quantum Physicist,3.390217847989611,5,2,2,0,6,1,0,3,4,4,2,2,0,1,Education,2.0,3.0,0,6,9.39021784798961
Architecture,Quantum Physicist,3.594547310746086,4,1,2,0,9,1,4,4,0,4,4,0,4,1,Other,2.6666666666666665,2.6666666666666665,4,5,12.594547310746087
Business,Aerospace Engineer,3.333118464608876,3,1,1,1,8,0,2,4,0,3,0,2,0,0,Management,0.6666666666666666,3.0,1,2,11.333118464608877
Music,Software Developer,4.119194637109015,4,1,4,1,2,0,4,4,3,3,3,2,0,1,Other,3.3333333333333335,3.0,1,6,6.119194637109015
Education,Biomedical Engineer,2.9815272950219267,9,0,4,1,6,0,1,0,3,4,1,2,2,1,Education,1.6666666666666667,2.0,3,5,8.981527295021927
Physics,Art Director,2.6759211046746194,7,0,4,1,9,0,3,3,3,3,4,3,0,1,Research & Science,3.3333333333333335,3.0,1,5,11.67592110467462
Engineering,Illustrator,4.166335636789817,0,2,0,0,7,1,3,2,4,4,2,4,1,0,Other,3.0,3.3333333333333335,1,3,11.166335636789817
Music,Microbiologist,2.815350282911127,2,2,4,1,0,0,2,4,2,3,0,2,1,0,Other,1.3333333333333333,3.0,2,6,2.815350282911127
Marketing,Cybersecurity Analyst,2.685973048155508,7,1,4,0,4,0,0,3,4,1,4,1,2,1,Other,2.6666666666666665,1.6666666666666667,2,6,6.685973048155509
Finance,Doctor,3.310684617500559,9,1,2,0,8,1,4,2,1,0,2,2,4,1,Other,2.3333333333333335,1.3333333333333333,4,5,11.31068461750056
Biology,Web Developer,2.825390833254396,9,0,0,0,0,0,4,2,0,2,3,3,1,0,Research & Science,2.3333333333333335,2.3333333333333335,1,0,2.825390833254396
Engineering,Chemical Engineer,3.586535422188946,5,2,0,1,4,0,2,3,0,4,3,4,0,0,Other,1.6666666666666667,3.6666666666666665,1,2,7.5865354221889465
Education,School Psychologist,4.619406667730157,5,0,0,1,5,0,3,0,1,0,2,2,2,1,Education,2.0,0.6666666666666666,3,1,9.619406667730157
Business,Investment Banker,4.941712288330194,7,1,0,1,3,0,4,1,4,2,4,4,4,1,Management,4.0,2.3333333333333335,5,2,7.941712288330194
Medicine,Manager,2.736206646698095,5,2,4,1,5,1,1,1,1,2,2,0,0,0,Healthcare,1.3333333333333333,1.0,1,7,7.736206646698095
Education,Civil Engineer,3.751970583909806,7,2,2,0,4,1,2,1,4,0,2,3,0,1,Education,2.6666666666666665,1.3333333333333333,0,6,7.751970583909806
Engineering,Physician Assistant,3.12842831423558,8,2,0,0,8,0,1,2,4,4,1,2,0,1,Other,2.0,2.6666666666666665,0,3,11.128428314235581
Architecture,Brand Manager,3.653877239631197,4,2,2,1,9,0,4,3,2,3,2,0,2,1,Other,2.6666666666666665,2.0,3,5,12.653877239631196
Finance,Landscape Architect,4.069057855719402,6,1,0,0,8,0,4,4,4,1,0,0,4,1,Other,2.6666666666666665,1.6666666666666667,4,2,12.069057855719402
Law,Industrial-Organizational Psychologist,2.7457792978496545,6,1,1,0,3,1,2,2,4,0,0,1,0,0,Public & Legal,2.0,1.0,0,3,5.745779297849655
Education,Education Administrator,4.197877396108193,9,1,1,0,7,0,0,3,1,3,2,2,4,0,Education,1.0,2.6666666666666665,4,2,11.197877396108193
Art,Art Therapist,4.17179253594479,5,1,1,0,3,1,2,0,1,1,3,1,1,1,Other,2.0,0.6666666666666666,1,4,7.17179253594479
Physics,Brand Manager,2.590221391148331,7,1,1,0,3,1,0,3,4,3,3,0,4,1,Research & Science,2.3333333333333335,2.0,4,4,5.590221391148331
Marketing,Paralegal,3.669387515496554,7,0,4,0,5,0,3,2,4,1,2,2,1,1,Other,3.0,1.6666666666666667,1,5,8.669387515496554
Medicine,Microbiologist,2.6873864250073,2,1,1,1,5,1,0,3,4,1,2,3,3,0,Healthcare,2.0,2.3333333333333335,4,3,7.6873864250073005
Computer Science,Sound Engineer,2.6399839141283485,1,2,2,1,3,1,3,0,1,4,1,1,2,1,Technology,1.6666666666666667,1.6666666666666667,3,6,5.639983914128349
Music,Market Research Analyst,4.291608361494184,9,1,0,0,3,0,2,0,0,3,1,3,2,1,Other,1.0,2.0,2,2,7.291608361494184
Biology,Web Developer,2.614087904911668,4,2,0,1,9,0,2,2,2,1,0,2,4,1,Research & Science,1.3333333333333333,1.6666666666666667,5,3,11.614087904911667
Architecture,Financial Advisor,4.378737559907144,4,2,1,0,1,0,3,2,3,3,1,4,0,0,Other,2.3333333333333335,3.0,0,3,5.378737559907144
Finance,Construction Manager,4.635693306415925,8,2,4,1,2,1,0,1,0,1,3,3,4,1,Other,1.0,1.6666666666666667,5,8,6.635693306415925
Art,Chemical Engineer,3.541571173556942,0,1,4,0,2,0,4,2,4,0,0,4,2,0,Other,2.6666666666666665,2.0,2,5,5.541571173556942
Business,Lawyer,4.110430275657419,5,2,4,0,9,1,2,3,4,0,0,0,4,1,Management,2.0,1.0,4,8,13.110430275657418
Marketing,Microbiologist,4.55536170143276,3,1,2,1,9,0,3,0,2,2,0,3,4,0,Other,1.6666666666666667,1.6666666666666667,5,3,13.55536170143276
Marketing,Marketing Specialist,3.592021794108172,3,1,0,1,7,1,4,0,0,4,2,0,4,1,Other,2.0,1.3333333333333333,5,3,10.592021794108172
Music,Conductor,3.80712641162746,8,1,0,0,7,0,4,3,2,4,2,2,1,0,Other,2.6666666666666665,3.0,1,1,10.80712641162746
Education,Advertising Manager,4.425550122224666,1,2,3,0,7,0,0,1,2,1,0,4,1,1,Education,0.6666666666666666,2.0,1,6,11.425550122224667
Architecture,Forensic Psychologist,3.7588448096484406,1,0,3,0,6,0,3,1,3,2,1,0,1,1,Other,2.3333333333333335,1.0,1,4,9.75884480964844
Chemistry,Fluid Mechanics Engineer,2.518617846604539,7,0,0,0,4,0,2,4,4,2,3,3,0,1,Research & Science,3.0,3.0,0,1,6.518617846604538
Marketing,Entrepreneur,4.600017070222142,0,1,2,0,0,0,3,1,1,2,4,4,2,0,Other,2.6666666666666665,2.3333333333333335,2,3,4.600017070222142
Law,Clinical Psychologist,3.440893928232972,2,2,2,1,2,0,0,4,3,3,1,4,4,1,Public & Legal,1.3333333333333333,3.6666666666666665,5,5,5.440893928232972
Chemistry,Microbiologist,4.907273278632123,9,2,2,1,2,1,4,4,4,2,3,1,4,1,Research & Science,3.6666666666666665,2.3333333333333335,5,6,6.907273278632123
Medicine,Psychologist,4.74021689282505,8,2,2,1,0,1,4,0,2,4,3,3,1,0,Healthcare,3.0,2.3333333333333335,2,5,4.74021689282505
Business,Art Director,3.0926274060294143,3,0,1,0,1,1,4,2,2,2,2,1,4,1,Management,2.6666666666666665,1.6666666666666667,4,3,4.092627406029415
Law,Software Developer,2.8669975316941585,7,2,1,0,4,1,2,4,3,1,2,4,0,1,Public & Legal,2.3333333333333335,3.0,0,5,6.8669975316941585
Music,Geneticist,3.696061600052385,5,0,4,0,2,0,0,0,1,1,1,0,3,0,Other,0.6666666666666666,0.3333333333333333,3,4,5.696061600052385
Marketing,Risk Analyst,2.964343629724178,2,0,1,1,6,1,3,4,2,0,0,2,0,1,Other,1.6666666666666667,2.0,1,3,8.964343629724178
Engineering,Data Scientist,4.509470203584161,3,0,3,1,4,1,0,2,0,1,1,2,2,0,Other,0.3333333333333333,1.6666666666666667,3,4,8.509470203584161
Music,Teacher,3.093584664437704,3,2,4,1,3,0,2,4,0,2,0,3,2,0,Other,0.6666666666666666,3.0,3,6,6.093584664437704
Architecture,Physician Assistant,4.759954314061635,4,1,4,1,2,0,0,4,0,0,4,0,2,1,Other,1.3333333333333333,1.3333333333333333,3,6,6.759954314061635
Architecture,Forensic Psychologist,4.28785335060816,6,2,3,1,0,1,1,4,3,2,1,1,2,0,Other,1.6666666666666667,2.3333333333333335,3,6,4.28785335060816
Music,Music Therapist,3.7528911103222047,5,1,4,0,2,0,0,3,1,1,4,0,0,0,Other,1.6666666666666667,1.3333333333333333,0,5,5.752891110322205
Biology,Game Developer,3.92857090551911,1,0,2,0,5,0,3,0,3,1,3,3,0,0,Research & Science,3.0,1.3333333333333333,0,2,8.92857090551911
Architecture,Accountant,4.324138987403311,7,2,2,0,9,0,4,3,2,2,4,1,4,0,Other,3.3333333333333335,2.0,4,4,13.32413898740331
Biology,Musician,4.162921393061951,7,0,0,0,0,1,1,4,2,2,1,1,3,1,Research & Science,1.3333333333333333,2.3333333333333335,3,2,4.162921393061951
Psychology,Game Developer,3.764479515483599,2,1,0,1,7,1,2,1,4,2,3,3,0,1,Other,3.0,2.0,1,3,10.764479515483599
Architecture,Biochemist,4.325838793848014,5,1,3,0,8,0,0,2,4,3,2,2,2,0,Other,2.0,2.3333333333333335,2,4,12.325838793848014
Art,Art Director,4.381509089520489,9,2,1,0,8,1,2,0,2,1,2,4,4,1,Other,2.0,1.6666666666666667,4,5,12.381509089520488
Computer Science,Biochemist,2.9694192110148747,9,2,1,0,5,1,2,4,2,2,3,0,0,0,Technology,2.3333333333333335,2.0,0,4,7.969419211014875
Business,Fluid Mechanics Engineer,4.966754439257407,5,1,4,1,1,1,1,0,1,0,1,0,2,0,Management,1.0,0.0,3,6,5.966754439257407
Physics,Musician,3.671791334918834,7,0,4,1,5,0,1,2,4,4,0,0,0,1,Research & Science,1.6666666666666667,2.0,1,5,8.671791334918833
Biology,Entrepreneur,4.595711564453599,5,1,0,0,9,1,3,2,3,3,0,3,0,0,Research & Science,2.0,2.6666666666666665,0,2,13.595711564453598
Marketing,Cybersecurity Analyst,3.3759460494378635,8,0,4,0,8,0,2,4,1,2,1,4,4,0,Other,1.3333333333333333,3.3333333333333335,4,4,11.375946049437864
Architecture,Brand Manager,3.8892834369673976,8,2,0,1,6,0,2,3,1,1,2,4,0,0,Other,1.6666666666666667,2.6666666666666665,1,2,9.889283436967398
Music,Architect,4.788064268332745,5,0,2,0,0,0,1,1,4,3,3,1,1,1,Other,2.6666666666666665,1.6666666666666667,1,3,4.788064268332745
Art,Biologist,4.71495318585688,7,0,1,1,1,1,4,1,1,0,1,3,4,0,Other,2.0,1.3333333333333333,5,2,5.71495318585688
Computer Science,Geneticist,3.861322824375538,0,2,3,0,6,1,1,1,3,1,0,0,3,0,Technology,1.3333333333333333,0.6666666666666666,3,6,9.861322824375538
Marketing,Marketing Manager,3.738365963512596,2,1,4,0,8,1,3,4,3,4,0,0,1,1,Other,2.0,2.6666666666666665,1,7,11.738365963512596
Physics,Surgeon,3.6720598612399256,1,2,2,0,7,1,2,4,3,3,2,0,0,1,Research & Science,2.3333333333333335,2.3333333333333335,0,6,10.672059861239926
Art,Urban Planner,4.0393900347956535,4,0,1,0,5,0,1,2,3,1,0,4,1,1,Other,1.3333333333333333,2.3333333333333335,1,2,9.039390034795654
Medicine,Biologist,3.653718157493936,8,0,3,0,7,1,4,0,1,2,4,3,0,1,Healthcare,3.0,1.6666666666666667,0,5,10.653718157493936
